idx_local,ok,fallback,n_vecinos,traceS,lam,rank_Sreg,cond_Sreg,d_maha_min,d_maha_med,d_maha_max,d_maha_mean,clase_objetivo,idx_local_run
19,True,False,5,0.013894415766024482,1.5438239740027203e-06,9,8122.208556574678,3.7388339809868367,5.267060782924147,5.972785949624171,5.04077009915321,2,19
20,True,False,5,0.08372592781995677,9.302880868884086e-06,9,8867.733670145992,6.372740637296267,7.219030508667454,8.706288861285856,7.368226311986243,2,20
21,True,False,5,0.09509092562362059,1.056565840262451e-05,9,8751.162537201812,2.2712138390736127,4.036992792820168,4.905256840874144,3.8044327988706272,2,21
22,True,False,5,0.12626119047689846,1.4029021164099828e-05,9,8743.779725951781,1.5338871318496696,2.73536218457422,3.115251830317862,2.378226211179926,2,22
23,True,False,5,0.047011008053424404,5.223445339269379e-06,9,8771.37044383207,0.6941477180543002,2.8013621692520276,3.2030046250156667,2.4281736344434712,2,23
24,True,False,5,0.05339780897612821,5.933089886236468e-06,9,8589.732055643257,1.2514070088613731,2.6697455541334687,2.970761800621448,2.364678914906249,2,24
25,True,False,5,0.1368132065872331,1.5201467398581455e-05,9,7483.854101708111,19.689575930869154,20.10238410738665,20.819974183246693,20.21033181275426,2,25
26,True,False,5,0.023292667655569903,2.588074183952212e-06,9,8502.72644824746,1.8486240635609446,1.9976751250189941,3.4088850328234157,2.41001562163265,2,26
27,True,False,5,0.19777525735553067,2.1975028595058964e-05,9,8462.428513042594,7.681040172510603,8.436377847748796,9.265756885650202,8.327048937030309,2,27
28,True,False,5,0.04896643061851013,5.440714513167792e-06,9,8594.816013373247,1.5080890296532863,3.3044222258009768,3.9640974676667033,2.959276417099783,2,28
29,True,False,5,0.08672498696624388,9.636109662915986e-06,9,8858.85163741901,5.7719858704360725,7.264771167786513,8.131300729490933,7.097068197927461,2,29
30,True,False,5,0.01024240776313116,1.1380453070145733e-06,9,7749.658088307018,2.6468573400791353,3.866010901778433,4.680952736382285,3.574277373451005,2,30
31,True,False,5,0.012269772856835674,1.3633080952039638e-06,9,8394.683012600104,47.92402805710049,48.01880680622734,48.14291969415691,48.030424588503834,2,31
32,True,False,5,0.013932634036722794,1.5480704485247551e-06,9,8160.463750411775,2.600783625305298,3.843827183043448,4.628260327428997,3.5450822101357717,2,32
33,True,False,5,0.07260335304656192,8.067039227395769e-06,9,8809.305262477837,1.4422989955673935,3.470393261737713,3.9115970331904317,3.1173406528957193,2,33
34,True,False,5,0.06545645860491692,7.272939844990768e-06,9,8715.773520586125,2.1833069132443734,3.0394569949081465,3.3802222781714897,2.82388342985755,2,34
35,True,False,5,0.07136519681445821,7.929466312717579e-06,9,8654.482080212403,1.6030618164340602,3.218589617679015,4.134617785806835,3.1981333406767476,2,35
36,True,False,5,0.07893479874832401,8.770533194258225e-06,9,8863.850427127109,18.858276384776982,18.904042193498725,18.985506368761953,18.91858725671414,2,36
37,True,False,5,0.22731575611391253,2.525730623487917e-05,9,7719.136842289839,4.17001241945845,5.0313416759227785,5.694123569887442,5.042270633533545,2,37
38,True,False,5,0.2428599863079768,2.6984442923108534e-05,9,8131.115642474837,14.633537329292674,15.242117521238931,16.15860860983142,15.40133456614987,2,38
39,True,False,5,0.01006140783410493,1.1179342037894368e-06,9,7619.270741793946,2.6312665471150165,3.847649602532592,4.623849661364215,3.547967193604989,2,39
40,True,False,5,0.19192155886062817,2.1324617651180907e-05,9,6896.463811372133,0.48096585976454787,1.8878161994890224,2.3268202910059173,1.612472673722264,3,0
41,True,False,5,0.2240263552254217,2.4891817247269078e-05,9,6910.410826450904,1.144120967660123,2.8108648567038226,3.2977604361968234,2.6308661089662975,3,1
42,True,False,5,0.09069043990388773,1.0076715544876416e-05,9,8277.423775848352,0.9543201722897667,2.145495087884006,2.4070727159999756,1.790688780277954,3,2
43,True,False,5,0.01936307275444947,2.1514525282721634e-06,9,8711.26064573283,2.7605906154483826,4.099556576502053,4.946712414757216,4.0546084377884855,3,3
44,True,False,5,0.13508089210028607,1.5008988011142897e-05,9,8367.668662814163,10.52689533829137,11.103548367104207,11.798221950112234,11.070654588620522,3,4
45,True,False,5,0.20864136125819238,2.318237347313249e-05,9,5703.922459760234,0.8455262013806926,1.5915787320107144,2.362630231501918,1.6213708946818692,3,5
46,True,False,5,0.09195374681316569,1.0217082979240633e-05,9,8478.535130256167,17.922462184607244,18.21258452926505,18.577183739692433,18.208106423898524,3,6
47,True,False,5,0.08431359996376595,9.368177773751771e-06,9,8764.403771884152,2.24861111007345,3.5524679740400966,4.194744512337311,3.245778738905595,3,7
48,True,False,5,0.03506070296272408,3.895633662524898e-06,9,8853.699633486607,1.771365376945302,2.9066397266452673,3.180214878409881,2.599685828175825,3,8
49,True,False,5,0.1496307178159962,1.662563531288847e-05,9,4955.534929384902,1.1635500405336108,2.9858614531756404,3.1788298383532894,2.555161051304999,3,9
50,True,False,5,0.11567220639684438,1.2852467377427154e-05,9,6635.648590037376,19.175379464444465,19.69214709237964,20.17119606187401,19.677786393267905,3,10
51,True,False,5,0.09675837177452648,1.075093019716961e-05,9,8900.735024146214,4.61952167935315,5.604862873385508,6.40232491547363,5.616911061626176,3,11
52,True,False,5,0.05202554920853252,5.780616578725836e-06,9,7787.92664593009,1246.659849675428,1246.6780392408878,1246.690632152473,1246.6790604772516,3,12
53,True,False,5,0.037604527133637586,4.178280792626398e-06,9,8826.609568631668,13.046105796648675,13.71584910984838,14.037505748799777,13.578265701589185,3,13
54,True,False,5,0.03610352872540942,4.011503191712158e-06,9,8845.559846886896,5.934656663593116,6.1574248009690855,7.0382215921843025,6.372928469667867,3,14
55,True,False,5,0.014832680486387497,1.648075609598611e-06,9,8458.313417061916,3.3312097985572455,4.368725823895443,5.036179645420539,4.134746929106359,3,15
56,True,False,5,0.10404100382928685,1.1560111536587428e-05,9,7848.329835060652,14.517288423831786,14.829032679801525,15.086110605241627,14.833044420484608,3,16
57,True,False,5,0.16344457194274303,1.8160507993638117e-05,9,8944.866470630799,7.714323848132841,8.177404063305394,8.22074673931122,8.048631804162586,3,17
58,True,False,5,0.07167960491633199,7.964400546259111e-06,9,8861.810356538012,2.8728777732209574,4.437703348347481,5.3312324374569835,4.24423198469973,3,18
59,True,False,5,0.22419214998878115,2.491023888764235e-05,9,7547.132493230824,1.5525124439278453,2.7341668205769176,3.8044694914186707,2.7102765140775675,3,19
60,True,False,5,0.08030861455118998,8.923179394576665e-06,9,5322.9383881798385,6.673110521897252,6.919898484097879,7.040875935011524,6.871695336749424,3,20
61,True,False,5,0.030500824098389803,3.3889804553766446e-06,9,5362.910304592452,18.27888214863446,18.382401170701687,18.427781480252047,18.37349046620602,3,21
62,True,False,5,0.20142823198644233,2.2380914665160258e-05,9,7449.328963719445,2.507868695310595,3.136795105913172,4.405740215819594,3.2903077012763133,3,22
63,True,False,5,0.010771573232593633,1.1968414702881814e-06,9,8602.791483515544,51.01104444618739,51.12503817745138,51.151668424225484,51.104050637473094,3,23
64,True,False,5,0.11745149044948423,1.3050165605498248e-05,9,7134.975811633352,8.420063771457153,8.694717245511814,9.56228274787569,8.87444589682126,3,24
65,True,False,5,0.060097074239898025,6.677452693322002e-06,9,8011.394954242283,10.31557627417763,10.700156131873982,10.796661763798673,10.601611468478826,3,25
66,True,False,5,0.03307276153045091,3.6747512811612125e-06,9,5878.863260696567,4.288028646076033,5.112141262928269,5.30527676321071,4.866499059942285,3,26
67,True,False,5,0.029279589131635576,3.2532876812928417e-06,9,8958.241206654136,4.117265065136071,5.267648814558962,6.318733024635293,5.414879032018944,3,27
68,True,False,5,0.03991991736173117,4.435546373525685e-06,9,8841.766808843555,2.810601996284747,4.168465921616827,4.668375406165595,3.815251490189894,3,28
69,True,False,5,1.8380398999717864,0.0002042266555524207,9,8904.436385208206,143.4652524449971,143.56141452380572,143.62831957490295,143.5455895049454,3,29
70,True,False,5,0.08478134709669558,9.42014967741062e-06,9,7987.558310236079,19.557484730382406,19.826006531716903,19.93749536932839,19.77020362630036,3,30
71,True,False,5,0.18703020423106723,2.0781133803451913e-05,9,7790.366350847631,2.641970865746834,3.2545147096698974,4.6620450973661,3.463961671073381,3,31
72,True,False,5,0.18051856333197586,2.005761814799732e-05,9,7485.708879723175,0.578363086692071,2.2700747827424137,3.148865694212386,2.2308279801650945,3,32
73,True,False,5,0.03945897405723105,4.3843304508034495e-06,9,6025.681872955462,488.54958625192364,489.293857817438,489.9259546750445,489.2409985523673,3,33
74,True,False,5,0.02513697490031173,2.792997211145748e-06,9,6446.709308034385,14.50387359855434,15.000403809029308,15.861536649894736,15.167010028641329,3,34
75,True,False,5,0.09850194787087792,1.0944660874541992e-05,9,8468.142932877074,16.555874125913398,16.744805976427095,16.825584684365918,16.72029124132794,3,35
76,True,False,5,0.06935085813612649,7.705650904014054e-06,9,8914.057567184134,1.941706682616858,3.8895542477222507,4.363534636862136,3.573411481918704,3,36
77,True,False,5,0.02328760202720025,2.5875113363555834e-06,9,6058.026493268013,46.71045609977187,46.973425613013816,47.107359616027054,46.96304058498738,3,37
78,True,False,5,0.11895241120951554,1.321693457883506e-05,9,8463.631583380706,7.308278222306211,7.487379743435576,8.023734234221557,7.602656067217057,3,38
79,True,False,5,0.05413458188726905,6.014953543029895e-06,9,7197.403924231243,5.022489603174803,6.126318604967605,6.584012311857663,5.9783949161352705,3,39
80,True,False,5,0.04654215860120686,5.171350955689652e-06,9,3609.6756873311806,19.840752272307626,19.912977481423216,20.024882568179628,19.91907008633911,3,40
81,True,False,5,0.15321463547194586,1.7023848385771763e-05,9,7945.350019368691,1.7538057991760014,3.747647404296593,4.133970812343435,3.316085803890504,3,41
82,True,False,5,0.021349274674750878,2.3721416305278757e-06,9,8713.94444971804,1.5710586755219036,2.654491115900517,3.774469445777205,2.7338407008892833,3,42
83,True,False,5,0.02577400689138243,2.8637785434869366e-06,9,8786.691692683704,2.4130935372516653,3.5538803935977303,4.485080257087985,3.5705042903037096,3,43
84,True,False,5,0.09902280476279261,1.1002533862532512e-05,9,5611.703837936283,2.817147279705603,3.996469784310211,4.735234431163413,3.7102784965402322,3,44
85,True,False,5,0.01563895717532761,1.7376619083697343e-06,9,8521.288207705069,4.157879909683343,5.112620913673906,5.888608653267622,4.909598897035126,3,45
86,True,False,5,0.03059573064829988,3.3995256275888756e-06,9,6840.027109476983,14.797224936776622,15.018978312404304,15.341495278200783,15.015218036379832,3,46
87,True,False,5,0.07902926533135805,8.781029481262005e-06,9,8030.63838987351,11.153606214899442,11.478446115519269,12.060374792260731,11.500292671445779,3,47
88,True,False,5,0.06540288482347392,7.2669872026082145e-06,9,8765.228402959014,72.29999522393197,72.61169902800565,72.74751762155827,72.56798869989564,3,48
89,True,False,5,0.04344882379540108,4.827647088377898e-06,9,7957.686537148384,25.060346366630437,25.287278719172896,25.549094077728846,25.279326793289478,3,49
90,True,False,5,0.08002831636523182,8.892035151692425e-06,9,8453.393919982203,13.120442925598677,13.605473447621277,13.760812129757612,13.456614343680997,3,50
91,True,False,5,0.04463595292487929,4.959550324986588e-06,9,7268.394777020932,10.10275592474988,10.640673941610345,10.9752468788561,10.598491558972684,3,51
92,True,False,5,0.1158435305958236,1.2871503399535956e-05,9,6107.233656747959,9.289224642322687,9.678229774003379,9.816434950051214,9.600356696794758,3,52
93,True,False,5,0.02311403232904658,2.5682258143385087e-06,9,7577.032902881059,128.624791502669,128.6575766654676,128.71268081798317,128.66253796882066,3,53
94,True,False,5,0.033792164169075975,3.7546849076751084e-06,9,5753.2058074933275,1.5297045513958183,2.251823018145385,2.744637212498023,2.242161067086561,3,54
95,True,False,5,0.021694819993800952,2.4105355548667727e-06,9,8662.47066617002,1.5685565473013379,2.6501840484427706,3.7626777590545206,2.7282387050931383,3,55
96,True,False,5,0.029760275529956675,3.306697281106297e-06,9,7378.710689425423,2.438800337175957,3.665204437407216,4.541919585425294,3.391893112389095,3,56
97,True,False,5,0.028025116060654772,3.113901784517197e-06,9,8616.868462377715,21.782809533281,22.26719068161285,22.874021552455314,22.2908038197567,3,57
98,True,False,5,0.2033245543892805,2.25916171543645e-05,9,5563.039582022863,0.6592107120171268,1.8267490653870437,2.1193923449071326,1.4484389940759619,3,58
99,True,False,5,0.07114881569275362,7.905423965861514e-06,9,7439.498559972905,3.0647415250346803,4.323941275291506,5.287996975952812,4.0512725167799175,3,59
100,True,False,5,0.05673273095569296,6.303636772854773e-06,9,8861.967814048916,13.852708840989363,14.033364602210492,14.108526872238842,14.006181508657594,3,60
101,True,False,5,0.037193598132925665,4.132622014769518e-06,9,7224.690298071427,25.321955766093573,25.560452148029146,26.010546024544688,25.61320477811295,3,61
102,True,False,5,0.09852497365150481,1.0947219294611645e-05,9,5893.798447151829,31.789737379799472,31.82157777171982,31.832083502973678,31.811901010913612,3,62
103,True,False,5,0.028891490188677992,3.210165576519777e-06,9,5168.784273049254,2.523900419284403,3.998596105085189,5.125117451927481,3.8830487357030385,3,63
104,True,False,5,0.0738277088120458,8.203078756893977e-06,9,7403.9774810211375,10.349402266908873,10.659161487560057,10.900131651345765,10.647763906131653,3,64
105,True,False,5,0.027392309116431184,3.0435899018256874e-06,9,5342.322760731904,25.51046131357834,25.591737191342926,25.638155220910875,25.584581271702714,3,65
106,True,False,5,0.12135424147627251,1.3483804608474724e-05,9,6347.136507822367,5.097562781103315,5.94249141886585,7.0268187202481105,5.9429865422911945,3,66
107,True,False,5,0.11898478785992916,1.3220531984436575e-05,9,5903.936657355696,4.873533442145135,5.965751588878196,6.754369935776081,5.833727037088396,3,67
108,True,False,5,0.14373913861368853,1.5971015401520947e-05,9,8202.818131692693,4.65672278939015,5.406525323582542,5.925157494147139,5.340969485628713,3,68
109,True,False,5,0.06590917174917216,7.323241305463573e-06,9,7908.719607747941,30.59755875133908,30.795493028258473,30.843882351283202,30.771876715539655,3,69
110,True,False,5,0.11466902193974703,1.2741002437749669e-05,9,8263.306296123013,9.051250958532018,9.793246079166044,10.568415329113792,9.731787073953292,3,70
111,True,False,5,0.04773147984879748,5.303497760977497e-06,9,7741.418355355339,17.65567070273042,18.131012872578854,18.337892849264243,18.046703920016434,3,71
112,True,False,5,0.028554168008966294,3.1726853343295882e-06,9,5442.832324079626,2.461315898705975,3.5839382109492997,4.5213273532409755,3.380375960911608,3,72
113,True,False,5,0.09860794955404939,1.0956438839338821e-05,9,8713.802685017916,12.77923763903764,13.001246756964521,13.893541936472094,13.143714758451987,3,73
114,True,False,5,0.08915151411663468,9.905723790737186e-06,9,8836.608766792906,2.724657699316019,3.841639044107719,4.238201876057154,3.670317189174088,3,74
115,True,False,5,0.15660744235300714,1.7400826928111906e-05,9,6587.750484550736,1.2186917669085093,3.101914653022987,3.5911922855586136,2.6910558633784083,3,75
116,True,False,5,0.09987576120383479,1.1097306800426089e-05,9,8577.500674946084,1.586485980513554,3.539581306131151,3.9489638926875057,3.0392510237677555,3,76
117,True,False,5,0.07381019951316567,8.20113327924063e-06,9,8871.469449764649,1.9899983358667728,2.7819380494526595,3.95143128952495,2.7863113669796236,3,77
118,True,False,5,0.036473976682124425,4.0526640757916035e-06,9,8756.405000087605,1.7780973173197656,2.5608916347879953,3.2864600437208233,2.4904069938575994,3,78
119,True,False,5,0.030230288748537316,3.358920972059702e-06,9,8766.938608595252,2.746306994555142,3.9215311125390864,5.195481726375548,4.079710179399409,3,79
120,True,False,5,0.33384595374234716,3.70939948602608e-05,9,5891.019774200178,4.770712411143404,5.798080994051047,6.21187718499906,5.565593537727907,3,80
121,True,False,5,0.01549332374034658,1.7214804155940644e-06,9,8525.94858733853,4.122549399656794,5.085431735640088,5.876901725473544,4.8879695292802365,3,81
122,True,False,5,0.10387519880541768,1.154168875615752e-05,9,8247.812277372515,8.742039688179958,9.13193362257983,9.36417608721632,9.08993010707898,3,82
123,True,False,5,0.08875657714961613,9.861841905512905e-06,9,8891.248062743234,3.855938448091597,4.7050163400870915,5.29172685252113,4.66494208382642,3,83
124,True,False,5,0.10882487714522597,1.2091653016136218e-05,9,7474.6796174153205,8.214691932012357,8.56172308373609,9.237512914840803,8.652017523622021,3,84
125,True,False,5,0.18803917136730935,2.0893241263034373e-05,9,8214.844664946033,13.170164418740535,13.551597743317084,13.841812268748933,13.523163151145496,3,85
126,True,False,5,0.09185043069924537,1.0205603411027263e-05,9,8503.592711559537,1.3233391410105004,2.26926261527203,3.800820035622084,2.3557065983714365,3,86
127,True,False,5,0.23718330390201242,2.6353700433556936e-05,9,6677.811006413372,0.935198858276637,1.624292753848895,2.361321229706906,1.6715046245439904,3,87
128,True,False,5,0.031135288393668453,3.4594764881853837e-06,9,8503.95880282748,1.6628622332195226,1.8779020535770916,3.2592256939183324,2.125808836877689,3,88
129,True,False,5,0.03620548042826548,4.022831158696164e-06,9,8377.029425164992,7.244038292637038,7.409862747400783,8.07769643176847,7.515812467990346,3,89
130,True,False,5,0.1171368047941259,1.3015200532680656e-05,9,5612.778523332695,0.49905350963055783,1.9979844955344688,2.5590423027412927,1.8996205414489542,3,90
131,True,False,5,0.039684134450080955,4.409348272231217e-06,9,7824.526081191446,37.43403574666995,37.71151326046086,38.08837364536751,37.6958646859751,3,91
132,True,False,5,0.03981894051530525,4.424326723922806e-06,9,8526.461601957404,3.3764441616295238,4.351889342444099,5.19752968936869,4.370747418655473,3,92
133,True,False,5,0.11918183244623573,1.3242425827359525e-05,9,8889.71786445936,3.131564000189132,4.168711133553956,5.139556927921905,4.186846040100683,3,93
134,True,False,5,0.015230713625822907,1.692301513980323e-06,9,8615.916872404312,43.09468051106388,43.273535783673395,43.43002697682638,43.246191572653125,3,94
135,True,False,5,0.21196318736553224,2.3551465262836916e-05,9,6206.802064746676,0.6640257092711764,1.4608565603965882,1.9501942976209239,1.4194179653729235,3,95
136,True,False,5,0.03130798743098463,3.478665270109404e-06,9,8933.142380179781,1.331857179376995,2.175690310334728,2.7470902859829804,2.0487981657733014,3,96
137,True,False,5,0.019998173484467117,2.222019276051902e-06,9,8218.627887889708,1.8238810399966723,3.3145505014462793,3.9696548779007568,2.9795884089131355,3,97
138,True,False,5,0.01916852889527594,2.129836543919549e-06,9,8425.100939114076,153.7643807954021,153.80570362355334,153.85181855060816,153.81072355989608,3,98
139,True,False,5,0.05939298297654344,6.599220330727049e-06,9,8086.374890617466,14.80388250055421,15.060576153293594,15.125770884387652,15.008358536147663,3,99
140,True,False,5,0.5736722793910383,6.374136437678203e-05,9,8839.685408557649,4.826697990113941,5.420519559176258,5.619869046455512,5.317650809058913,3,100
141,True,False,5,0.06463090973793219,7.1812121931035765e-06,9,7618.469992183872,3.028331067120148,3.6383128210940248,3.702353609114716,3.4146772146470226,3,101
142,True,False,5,0.058675278364914166,6.519475373879352e-06,9,6771.598185713107,7.499760515129593,7.8829178390340635,7.9361191195316305,7.820146637225396,3,102
143,True,False,5,0.04611830519209072,5.124256132454524e-06,9,8053.666916868116,31.392441573598084,31.53503474478047,31.93063775013133,31.634919586339656,3,103
144,True,False,5,0.044539280791770046,4.948808976863339e-06,9,6684.285011646254,24.36708603661504,24.456011582417247,24.53607553105301,24.448143540237233,3,104
145,True,False,5,0.08532946361383058,9.481051512647842e-06,9,8897.02730228665,7.713657876084801,8.87018486303146,9.209634976830177,8.572433436241937,3,105
146,True,False,5,0.05211267390596768,5.7902971006630755e-06,9,8386.666815099687,33.016174211071714,33.17703236029045,33.28186782225917,33.17090297559599,3,106
147,True,False,5,0.43946418868959575,4.882935429884397e-05,9,8986.33794265655,2.715867857483219,3.9837970372496043,4.898288560077671,4.011855113115651,3,107
148,True,False,5,0.028537271811641198,3.170807979071244e-06,9,7823.072058707735,2.4376106184895034,3.1264196790977357,4.6708429029641785,3.4047638990692937,3,108
149,True,False,5,0.11105658748824021,1.233962083202669e-05,9,7900.156847348306,16.054012263391638,16.14633682489675,16.331054024883972,16.14935169006036,3,109
150,True,False,5,0.6108144601962571,6.786827335513968e-05,9,8973.420583147023,1.4638668279926452,1.919436814260432,2.5297815545635323,1.9732954816430968,3,110
151,True,False,5,0.03342392450397454,3.7137693893305048e-06,9,5766.3568341896635,1.5455292952400326,2.1698194419376864,2.6987011425532432,2.189894489588079,3,111
152,True,False,5,0.04487848913888575,4.986498793209529e-06,9,7163.628699248748,25.069448656035732,25.14342754326667,25.15924739114452,25.12494498993177,3,112
153,True,False,5,0.0679588717671051,7.550985751900568e-06,9,7897.679476949204,9.006083923860409,9.58482368518568,9.920026655318875,9.478158106230586,3,113
154,True,False,5,0.04139240589662213,4.599156210735793e-06,9,5689.831059736964,1.3984078111894478,2.228155606994405,2.4924437545299223,1.9631525947839965,3,114
155,True,False,5,0.15134783279820369,1.6816425866467074e-05,9,7459.562174945484,29.396013448875376,29.74512912331081,30.226118786319066,29.790227207127323,3,115
156,True,False,5,0.03366360059261534,3.740400065846149e-06,9,6391.585827006491,99.14769398920245,99.25562665498153,99.45722918122003,99.27442723012125,3,116
157,True,False,5,0.03306550114640823,3.673944571823137e-06,9,5503.9486267349175,3.1706066690902635,3.747669481865802,3.896787519766133,3.5775607494471044,3,117
158,True,False,5,0.045564438746955614,5.062715416328401e-06,9,8551.356257624955,2.613748208460177,3.6231018599613645,3.863177634761883,3.364042731184714,3,118
159,True,False,5,0.01501967109803584,1.6688523442262043e-06,9,8447.083509664166,3.2725601686472046,4.28855736213296,4.945179808087806,4.060317148977878,3,119
160,True,False,5,0.11880672584707024,1.3200747316341138e-05,9,8882.664391822687,10.036024676440656,10.15038356700978,11.51645411576698,10.617965956746644,3,120
161,True,False,5,0.14639184944103084,1.6265761049003427e-05,9,7423.677442586653,1.4038757840099436,2.443903489485111,3.8755139832586205,2.4685310625895767,3,121
162,True,False,5,0.0818995203402886,9.099946704476511e-06,9,5337.648555830363,17.7532595849963,18.01590543220835,18.156961315652772,17.978184835766246,3,122
163,True,False,5,0.05837909666287125,6.486566295874584e-06,9,6834.229086288839,8.239612916443429,8.696595095185224,8.727457249971408,8.60879666131204,3,123
164,True,False,5,1.6978809551433616,0.0001886534394603735,9,8451.219540527778,13.408918640678541,14.667733652163818,14.710183659771033,14.326315675299341,3,124
165,True,False,5,0.0197019917824242,2.1891101980471334e-06,9,8300.972891163141,1.8540252866697948,3.384607484981993,4.076872903052863,3.0371021073864846,3,125
166,True,False,5,0.10558571841445212,1.1731746490494681e-05,9,5861.251334203082,0.588153260286306,2.940766301431529,3.23602587804162,2.4009115180242926,3,126
167,True,False,5,0.08016046113997151,8.906717904441278e-06,9,7831.818532467294,5.8590852870280425,6.204587985869117,6.548078184541222,6.146451625339187,3,127
168,True,False,5,0.08266969962040145,9.185522180044606e-06,9,7946.9373509433935,34.63226342995466,34.68979113804681,34.735619458200944,34.68538445144961,3,128
169,True,False,5,0.023770823333088782,2.6412025925654206e-06,9,7064.316465095812,8.346496647225807,9.869781442539512,11.030758266018776,9.826036226384224,3,129
170,True,False,5,0.10467694318945205,1.1630771465494672e-05,9,7566.819611589376,5.358509886785843,6.017685113026428,6.243748541040671,5.8752651641252145,3,130
171,True,False,5,0.25375460753650797,2.819495639294533e-05,9,4945.353581263572,1.8767519337234495,4.072368843894277,4.691879834308624,3.642219590031041,3,131
172,True,False,5,0.1822523708569747,2.0250263428552746e-05,9,7822.089063857098,2.966797781895588,4.234571570380393,5.2528428653980646,4.132183344085307,3,132
173,True,False,5,0.2108615136041538,2.3429057067128203e-05,9,8952.134822937598,0.7045638832823976,1.9098468371463635,2.0633656581841664,1.5356629747973454,3,133
174,True,False,5,0.08279200781105214,9.199111979005795e-06,9,8917.858302030507,4.619725677618316,6.223299647291947,6.79071778723665,5.773234560015678,3,134
175,True,False,5,0.05340902124625982,5.934335694028869e-06,9,7159.670047058419,21.883750706550646,21.930286567523456,22.124427511894037,21.966236783618363,3,135
176,True,False,5,0.03574005974864492,3.971117749849436e-06,9,7831.075878868901,27.929654710014404,28.016074667049963,28.612193225246287,28.119536114084763,3,136
177,True,False,5,0.00037382836581772544,4.153648509085838e-08,9,9001.000000000002,1.4260688417784204,3.089815823853245,3.8028502447424555,2.804602055497561,4,0
178,True,False,5,0.005567080305043002,6.185644783381113e-07,9,8873.42847105173,0.5396843803364995,1.4185903498819383,2.2005490729903925,1.371449140978266,4,1
179,True,False,5,0.005622996719709527,6.247774133010586e-07,9,6384.094295312198,1.050305290221959,1.5754579353329388,1.9881296130494381,1.501692125301088,4,2
180,True,False,5,0.0031721707504633314,3.5246341671814796e-07,9,7352.02822107233,0.6777541498457276,1.355508299691455,1.9715956190455273,1.411380655491809,4,3
181,True,False,5,0.0008046573183214485,8.940636870238317e-08,9,7047.064845632774,1.1187522219726356,1.3567599890826227,1.7908935570736846,1.3862410880488512,4,4
182,True,False,5,0.00033025687771530665,3.669520863503407e-08,9,6237.018520017358,0.5342369612408555,1.6027108837225668,2.309145795938793,1.5644856162062628,4,5
