dataset,idx_global,clase_objetivo,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,clase_vecinos_all,dist_all,vecinos_min,dist_vecinos_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp
heart,42,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[194, 120, 219, 3, 149]","[0, 0, 0, 0, 0]","[2.7133351845844134, 2.9930037984189695, 3.1234467705126416, 3.3093698576765838, 3.509018058278596]","[69, 125, 0, 203, 150]","[3.5236361166212897, 3.992802964806323, 4.116373376359505, 4.233942344979823, 4.380008223553442]",3,3.1234467705126416,0,,,2025-09-30T15:28:47.248604
heart,46,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[212, 23, 99, 213, 96]","[1, 1, 0, 0, 0]","[2.119001603402962, 2.2060211323089014, 2.3921163717251357, 2.907358140814211, 2.927130648249086]","[212, 23, 235, 11, 29]","[2.119001603402962, 2.2060211323089014, 3.149440113845085, 3.2189287083504725, 3.26215996591021]",3,2.3921163717251357,1,0.4721461166512687,212.0,2025-09-30T15:28:47.248604
heart,58,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.2,,0.2,False,True,,0.0,"[113, 39, 61, 154, 84]","[1, 0, 0, 0, 0]","[1.9047763493599421, 2.3282056954568193, 3.2271306540671665, 3.241549655598774, 3.28999046575775]","[113, 35, 18, 89, 233]","[1.9047763493599421, 3.6129214089074337, 3.719532077794265, 4.316322406009088, 4.469645877968146]",3,3.2271306540671665,0,,,2025-09-30T15:28:47.248604
heart,59,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[199, 203, 179, 219, 215]","[0, 1, 0, 0, 1]","[3.3930759354838873, 3.5412859494169457, 3.592842385398314, 3.8122529469648643, 3.836460234311742]","[203, 215, 131, 227, 41]","[3.5412859494169457, 3.836460234311742, 4.249537158381161, 4.332533634792793, 4.544395692444122]",3,3.592842385398314,3,0.42088347585556346,179.0,2025-09-30T15:28:47.248604
heart,69,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[143, 100, 135, 200, 161]","[0, 0, 0, 0, 1]","[2.181541503894927, 2.4914658118383097, 2.555557218449784, 2.628015821042848, 2.673245789706424]","[161, 0, 125, 42, 217]","[2.673245789706424, 3.107901778629011, 3.2979918945143765, 3.5236361166212897, 3.52853709649687]",3,2.555557218449784,0,,,2025-09-30T15:28:47.248604
heart,72,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[136, 101, 227, 202, 105]","[0, 0, 1, 0, 0]","[1.8153985654840483, 2.5828793746042997, 2.5965902609482265, 2.763093144232407, 2.764859112732138]","[227, 131, 215, 203, 41]","[2.5965902609482265, 3.0368545402308866, 3.2502489033885387, 3.369465053723376, 3.678754233894623]",3,2.5965902609482265,0,,,2025-09-30T15:28:47.248604
heart,73,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[82, 153, 104, 95, 148]","[0, 1, 0, 0, 0]","[2.481619515544402, 2.8149951928009935, 2.989967594302862, 3.113507858134725, 3.1520726666728924]","[153, 69, 188, 224, 223]","[2.8149951928009935, 3.7698666030843158, 3.774831031626863, 4.1443192976524115, 4.152985497447328]",3,2.989967594302862,0,,,2025-09-30T15:28:47.248604
heart,78,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[166, 148, 63, 229, 54]","[0, 0, 0, 0, 0]","[1.9865863774498127, 2.157024553731747, 2.458047022537801, 2.629206576380529, 2.6762956639978395]","[11, 92, 33, 188, 224]","[2.700865752794975, 3.054263419595291, 3.1565193517361014, 3.186569924657513, 3.2375745378926]",3,2.458047022537801,0,,,2025-09-30T15:28:47.248604
heart,89,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[49, 169, 31, 195, 96]","[0, 1, 0, 0, 0]","[1.9405650725259211, 2.283697382362373, 2.4092100336175064, 2.5674201792843956, 2.7070194688684603]","[169, 227, 235, 131, 23]","[2.283697382362373, 2.874102931220798, 3.062628528704068, 3.124181983429299, 3.2321392593438123]",3,2.4092100336175064,0,,,2025-09-30T15:28:47.248604
heart,92,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[187, 192, 229, 201, 54]","[0, 0, 0, 0, 0]","[1.475935517230796, 1.6806991434324439, 2.078585569938544, 2.3729707298168483, 2.6450031010854835]","[224, 78, 33, 118, 125]","[2.8931423214930336, 3.054263419595291, 3.2958942883326214, 3.5250146404012046, 3.648997313156515]",3,2.078585569938544,0,,,2025-09-30T15:28:47.248604
heart,113,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.2,,0.2,False,True,,0.0,"[58, 65, 154, 61, 84]","[1, 0, 0, 0, 0]","[1.9047763493599421, 2.8836482265426695, 3.0010336576230547, 3.0171525820177556, 3.024434357437976]","[58, 35, 214, 23, 18]","[1.9047763493599421, 3.18293054903819, 3.3095551606320943, 3.7614364436174634, 3.7947513550771204]",3,3.0010336576230547,0,,,2025-09-30T15:28:47.248604
heart,116,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[53, 125, 54, 5, 17]","[0, 1, 0, 0, 0]","[1.8760996137059733, 2.4295772298000355, 3.0889578805661295, 3.1545608034007864, 3.2075224141174408]","[125, 233, 69, 188, 217]","[2.4295772298000355, 3.6669874175931594, 3.6843921546229335, 3.765954441105815, 3.9039307926090427]",3,3.0889578805661295,0,,,2025-09-30T15:28:47.248604
heart,118,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.4,0.0,,0.6,True,True,,0.0,"[92, 33, 19, 163, 150]","[1, 1, 0, 0, 1]","[3.5250146404012046, 3.6847662129922183, 3.8532189216915884, 3.8630591733360173, 3.8905639583892606]","[92, 33, 150, 125, 155]","[3.5250146404012046, 3.6847662129922183, 3.8905639583892606, 4.039458515843359, 4.122140347084553]",3,3.8532189216915884,1,0.7122486851695402,19.0,2025-09-30T15:28:47.248604
heart,124,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[161, 204, 200, 167, 175]","[1, 0, 0, 0, 0]","[2.819021472597446, 2.874147157815837, 2.91030910294745, 3.066189991422666, 3.14994945236718]","[161, 153, 69, 113, 224]","[2.819021472597446, 3.613038818491979, 3.6761499025750317, 4.1303530887659985, 4.232180627129545]",3,2.91030910294745,0,,,2025-09-30T15:28:47.248604
heart,125,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[53, 54, 201, 116, 94]","[0, 0, 0, 1, 0]","[2.0309488445921655, 2.146876643920064, 2.324019126993035, 2.4295772298000355, 2.446688518417211]","[116, 150, 0, 69, 217]","[2.4295772298000355, 2.8917759530283598, 3.037311823961932, 3.2979918945143765, 3.3682788813759283]",3,2.324019126993035,0,,,2025-09-30T15:28:47.248604
heart,131,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.2,,0.4,True,True,,0.0,"[227, 226, 208, 93, 41]","[1, 0, 0, 0, 1]","[1.7472011717598699, 2.0741968993695794, 2.121010272768761, 2.3165871936705265, 2.319369581182567]","[227, 41, 215, 220, 155]","[1.7472011717598699, 2.319369581182567, 2.341640887916282, 2.388367097023213, 2.568122043595491]",3,2.121010272768761,7,0.40214946051551315,226.0,2025-09-30T15:28:47.248604
heart,150,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[196, 86, 128, 28, 5]","[0, 0, 0, 0, 0]","[2.43930661749283, 2.6481910218610163, 2.689176595504789, 2.7081639804423054, 2.7732662309368594]","[125, 188, 153, 224, 0]","[2.8917759530283598, 3.535482459198166, 3.714412721779621, 3.7422917922411476, 3.8332902746979345]",3,2.689176595504789,0,,,2025-09-30T15:28:47.248604
heart,153,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[115, 173, 104, 95, 231]","[0, 0, 0, 0, 0]","[2.0409446544190244, 2.4362566994114245, 2.4467155689949314, 2.5659967114390843, 2.7101307530504024]","[29, 188, 73, 212, 217]","[2.728544923859668, 2.7451663593153546, 2.8149951928009935, 3.0348057801970016, 3.115561527693643]",3,2.4467155689949314,0,,,2025-09-30T15:28:47.248604
heart,155,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.2,0.2,,0.8,False,True,,0.0,"[41, 55, 215, 131, 227]","[1, 0, 1, 1, 1]","[1.5881973191712637, 2.0540125307670234, 2.3959934772907463, 2.568122043595491, 2.5786883622979797]","[41, 215, 131, 227, 220]","[1.5881973191712637, 2.3959934772907463, 2.568122043595491, 2.5786883622979797, 2.817075566791124]",3,2.3959934772907463,0,,,2025-09-30T15:28:47.248604
heart,161,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[200, 69, 124, 93, 66]","[0, 1, 1, 0, 0]","[2.472445944929519, 2.673245789706424, 2.819021472597446, 2.983800627838693, 3.0130581074100564]","[69, 124, 217, 125, 215]","[2.673245789706424, 2.819021472597446, 3.036341487007312, 3.631800231497105, 3.7590804736482255]",3,2.819021472597446,6,0.46309228569096683,124.0,2025-09-30T15:28:47.248604
heart,169,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[49, 189, 89, 31, 227]","[0, 0, 1, 0, 1]","[1.8314192376804457, 2.1584180165039384, 2.283697382362373, 2.442876683327951, 2.5172947787348146]","[89, 227, 41, 23, 235]","[2.283697382362373, 2.5172947787348146, 2.66173502681187, 2.8604121678700705, 2.892293993776701]",3,2.283697382362373,8,0.34442156209414604,189.0,2025-09-30T15:28:47.248604
heart,188,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[221, 231, 228, 5, 156]","[0, 0, 0, 0, 0]","[1.5082284550624103, 2.0350601520946374, 2.1118678586118893, 2.208070578836326, 2.400890490347297]","[153, 224, 233, 78, 23]","[2.7451663593153546, 2.793928236433588, 3.0681300502532927, 3.186569924657513, 3.3398466717496857]",3,2.1118678586118893,0,,,2025-09-30T15:28:47.248604
heart,203,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[199, 45, 219, 142, 179]","[0, 0, 0, 0, 0]","[1.9625345375937626, 2.949687909449261, 3.0100123515465316, 3.1698952973338312, 3.2716273010252586]","[72, 59, 215, 227, 131]","[3.369465053723376, 3.5412859494169457, 3.805271409442641, 3.947224559368381, 3.962342176401331]",3,3.0100123515465316,0,,,2025-09-30T15:28:47.248604
heart,212,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.2,,0.4,True,True,,0.0,"[99, 23, 137, 46, 7]","[0, 1, 0, 1, 0]","[1.563227015275127, 1.671967725238816, 1.8215327424578485, 2.119001603402962, 2.2694960303977885]","[23, 46, 11, 153, 220]","[1.671967725238816, 2.119001603402962, 3.0107056164866157, 3.0348057801970016, 3.167362175173026]",3,1.8215327424578485,8,0.47921825998469864,137.0,2025-09-30T15:28:47.248604
heart,214,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[103, 113, 190, 102, 101]","[0, 1, 0, 0, 0]","[3.281474606064964, 3.3095551606320943, 3.4480755074869105, 3.6123633328108, 3.694328700106]","[113, 23, 215, 41, 212]","[3.3095551606320943, 3.9573556537082704, 4.164425999600898, 4.203320281725047, 4.236338800833677]",3,3.4480755074869105,0,,,2025-09-30T15:28:47.248604
heart,215,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.4,,0.4,True,True,,0.0,"[41, 55, 227, 105, 152]","[1, 0, 1, 0, 0]","[1.5601391047614015, 1.620422539751007, 1.638839378679013, 1.6590908541432456, 2.1498911606926074]","[41, 227, 220, 131, 155]","[1.5601391047614015, 1.638839378679013, 2.2211328180284124, 2.341640887916282, 2.3959934772907463]",3,1.638839378679013,5,0.343752843914614,55.0,2025-09-30T15:28:47.248604
heart,217,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[109, 17, 165, 148, 115]","[0, 0, 0, 0, 0]","[2.210989984762559, 2.3690668423588663, 2.493161514328383, 2.4994852590647807, 2.7123145886552518]","[161, 153, 125, 220, 69]","[3.036341487007312, 3.115561527693643, 3.3682788813759283, 3.3858390228949857, 3.52853709649687]",3,2.493161514328383,0,,,2025-09-30T15:28:47.248604
heart,220,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.4,0.0,,0.6,True,True,,0.0,"[215, 106, 23, 131, 32]","[1, 0, 1, 1, 0]","[2.2211328180284124, 2.3069146837914705, 2.3287924982692343, 2.388367097023213, 2.4743331572715106]","[215, 23, 131, 41, 227]","[2.2211328180284124, 2.3287924982692343, 2.388367097023213, 2.4844179382578746, 2.646043289675152]",3,2.3287924982692343,5,0.7766560517837737,106.0,2025-09-30T15:28:47.248604
heart,223,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[95, 60, 168, 208, 88]","[0, 0, 0, 0, 0]","[2.286473257116681, 2.3734407751317987, 2.3752241898972533, 2.4063928180708745, 2.560466017240247]","[212, 227, 11, 131, 23]","[3.526274262130604, 3.533947715653469, 3.548368174784848, 3.5734162433077294, 3.6420703583086063]",3,2.3752241898972533,0,,,2025-09-30T15:28:47.248604
heart,224,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[30, 27, 107, 230, 145]","[0, 0, 0, 0, 0]","[1.1074317294694878, 1.2478908751758335, 1.3619579570018927, 1.3783702015056853, 1.5684360167392837]","[188, 92, 233, 78, 153]","[2.793928236433588, 2.8931423214930336, 3.1633554268478177, 3.2375745378926, 3.45476526797944]",3,1.3619579570018927,0,,,2025-09-30T15:28:47.248604
heart,227,1,True,5,50.0,50.0,,proporcion,2d,1.0,0.4,0.4,,0.6,True,True,,0.0,"[215, 131, 105, 41, 55]","[1, 1, 0, 1, 0]","[1.638839378679013, 1.7472011717598699, 2.0035177590916295, 2.155953871388895, 2.3277186315800655]","[215, 131, 41, 169, 155]","[1.638839378679013, 1.7472011717598699, 2.155953871388895, 2.5172947787348146, 2.5786883622979797]",3,2.0035177590916295,2,0.6031272813482388,215.0,2025-09-30T15:28:47.248604
heart,233,1,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[5, 176, 87, 139, 167]","[0, 0, 0, 0, 0]","[2.093554509465377, 2.134093065622239, 2.5508961761827984, 2.582130546080846, 2.6063811342109124]","[188, 224, 40, 18, 125]","[3.0681300502532927, 3.1633554268478177, 3.2205654598250817, 3.3587714687742642, 3.3911416499605145]",3,2.5508961761827984,0,,,2025-09-30T15:28:47.248604
heart,235,1,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[96, 111, 152, 49, 23]","[0, 0, 0, 0, 1]","[2.0856806702672332, 2.2626595283027697, 2.416971573599866, 2.491468073267565, 2.5924893634910977]","[23, 215, 169, 227, 89]","[2.5924893634910977, 2.891417080105559, 2.892293993776701, 3.0373994789727803, 3.062628528704068]",3,2.416971573599866,0,,,2025-09-30T15:28:47.248604
heart,21,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[136, 101, 105, 72, 220]","[0, 0, 1, 0, 0]","[2.3497592781816428, 2.7583295902202716, 2.9772926223581444, 3.083079507797504, 3.0886451063625544]","[105, 229, 137, 109, 199]","[2.9772926223581444, 3.685451595408945, 3.6874918980401894, 3.862029137526411, 4.187067172043625]",3,2.9772926223581444,0,,,2025-09-30T15:28:47.263991
heart,31,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[96, 213, 47, 89, 169]","[0, 1, 0, 0, 0]","[1.8784986238951897, 2.262683419702557, 2.4009979517068243, 2.4092100336175064, 2.442876683327951]","[213, 111, 55, 152, 105]","[2.262683419702557, 2.787002008985239, 2.916872129140382, 3.0471644198743584, 3.6383358478515957]",3,2.4009979517068243,0,,,2025-09-30T15:28:47.263991
heart,36,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[35, 126, 55, 96, 159]","[0, 0, 1, 0, 0]","[3.119695310868472, 3.222626390029056, 3.4434627844309125, 3.454283493974356, 3.713126149803207]","[55, 111, 31, 225, 171]","[3.4434627844309125, 3.8244581494572305, 3.9054991197671125, 3.9428994696698876, 4.206451213422103]",3,3.4434627844309125,0,,,2025-09-30T15:28:47.263991
heart,38,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.4,0.0,,0.6,True,True,,0.0,"[103, 50, 80, 183, 209]","[0, 0, 1, 1, 1]","[3.1610672913689433, 4.0922950868509345, 4.108158317219578, 4.279933411872683, 4.365100052541169]","[80, 183, 209, 207, 199]","[4.108158317219578, 4.279933411872683, 4.365100052541169, 4.821206883807075, 5.109197192243054]",3,4.108158317219578,7,0.6641560129943471,103.0,2025-09-30T15:28:47.263991
heart,43,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[195, 198, 49, 207, 89]","[0, 0, 0, 1, 0]","[3.5520153411285538, 3.5654829705141213, 3.605767522186903, 3.648202436558472, 3.6921495713162296]","[207, 146, 31, 196, 55]","[3.648202436558472, 3.948738670892628, 3.980893507957135, 4.225455018850987, 4.256286550307843]",3,3.605767522186903,0,,,2025-09-30T15:28:47.263991
heart,55,2,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[215, 41, 155, 227, 220]","[0, 0, 0, 0, 0]","[1.620422539751007, 1.9955030096081692, 2.0540125307670234, 2.3277186315800655, 2.5634047013076007]","[75, 105, 152, 225, 109]","[2.651247180236969, 2.760625176121935, 2.802143645041917, 2.838102766482782, 2.88019582322068]",3,2.0540125307670234,0,,,2025-09-30T15:28:47.263991
heart,60,2,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[223, 88, 189, 208, 168]","[0, 0, 0, 0, 0]","[2.3734407751317987, 2.6942151188263805, 2.830175653680721, 2.8544213195552555, 3.106564780454195]","[152, 213, 91, 105, 111]","[3.338742681220696, 3.58123992660659, 3.63522907455911, 3.8567959998206205, 4.083721575272706]",3,2.830175653680721,0,,,2025-09-30T15:28:47.272483
heart,75,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.2,,0.2,False,True,,0.0,"[109, 163, 215, 66, 165]","[1, 0, 0, 0, 0]","[1.5288199188462417, 1.7058219016927325, 2.356003508555354, 2.5285247640321646, 2.587750014061271]","[109, 55, 146, 225, 105]","[1.5288199188462417, 2.651247180236969, 2.658200130625868, 2.739016613367162, 3.0621649855661635]",3,2.356003508555354,0,,,2025-09-30T15:28:47.272483
heart,77,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[91, 49, 209, 25, 65]","[1, 0, 1, 0, 0]","[3.442708715937037, 3.6328062638242122, 3.640369912164497, 3.659083894696215, 3.668336919220211]","[91, 209, 75, 21, 109]","[3.442708715937037, 3.640369912164497, 4.324969315918791, 4.528171229323012, 4.605995673761617]",3,3.640369912164497,8,0.3978905520555126,91.0,2025-09-30T15:28:47.272483
heart,80,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[183, 130, 12, 219, 45]","[1, 0, 0, 0, 0]","[2.427643209370067, 2.881983513957295, 3.04724039454307, 3.2611390819653034, 3.358584729515074]","[183, 199, 91, 109, 75]","[2.427643209370067, 3.362956389168467, 3.3895097535850867, 3.8727219874799497, 3.8748344742885408]",3,3.04724039454307,0,,,2025-09-30T15:28:47.272483
heart,91,2,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[95, 115, 211, 88, 164]","[0, 0, 0, 0, 0]","[2.3839721121602824, 2.42208895160481, 2.4935909015862756, 2.6023936287513796, 2.723717324433578]","[109, 209, 75, 80, 105]","[3.030743553429521, 3.058807469762146, 3.112721135514595, 3.3895097535850867, 3.438585845937447]",3,2.4935909015862756,0,,,2025-09-30T15:28:47.272483
heart,105,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[215, 157, 227, 41, 109]","[0, 0, 0, 0, 1]","[1.6590908541432456, 1.6876434200498376, 2.0035177590916295, 2.0113888535986555, 2.4850749846487026]","[109, 55, 152, 21, 75]","[2.4850749846487026, 2.760625176121935, 2.9737266079653293, 2.9772926223581444, 3.0621649855661635]",3,2.0035177590916295,0,,,2025-09-30T15:28:47.272483
heart,109,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.4,,0.4,True,True,,0.0,"[75, 225, 163, 66, 148]","[1, 1, 0, 0, 0]","[1.5288199188462417, 1.7801129629479475, 1.8660181937869142, 2.034377889908321, 2.0664102619838345]","[75, 225, 105, 146, 55]","[1.5288199188462417, 1.7801129629479475, 2.4850749846487026, 2.580049342831605, 2.88019582322068]",3,1.8660181937869142,7,0.3348732858009983,163.0,2025-09-30T15:28:47.272483
heart,111,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.2,,0.2,False,True,,0.0,"[152, 189, 96, 235, 215]","[1, 0, 0, 0, 0]","[1.6983222398541735, 2.0275233875305343, 2.080810323399767, 2.2626595283027697, 2.667934102005088]","[152, 31, 213, 105, 55]","[1.6983222398541735, 2.787002008985239, 2.8530773416420634, 3.149025563324438, 3.2050694511805817]",3,2.080810323399767,0,,,2025-09-30T15:28:47.272483
heart,123,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[55, 215, 195, 35, 132]","[1, 0, 0, 0, 1]","[3.188944882043474, 3.492727137258258, 3.685291454797515, 3.6994879005545735, 3.742346587823359]","[55, 132, 75, 213, 152]","[3.188944882043474, 3.742346587823359, 3.8934327090187337, 4.065330023613574, 4.178949953166734]",3,3.685291454797515,2,0.4721461166512687,55.0,2025-09-30T15:28:47.272483
