dataset,idx_global,clase_objetivo,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,clase_vecinos_all,dist_all,vecinos_min,dist_vecinos_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp
wdbc,68,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.2,,1.0,False,True,,0.0,"[326, 179, 52, 127, 322]","[1, 1, 1, 1, 1]","[1.9486627840668806, 2.0834979478045486, 2.1132754356681542, 2.1526319772589306, 2.2647031354672147]","[326, 179, 52, 127, 322]","[1.9486627840668806, 2.0834979478045486, 2.1132754356681542, 2.1526319772589306, 2.2647031354672147]",2,2.0834979478045486,0,,,2025-09-30T15:28:43.991409
wdbc,72,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[208, 75, 312, 92, 387]","[1, 1, 1, 1, 1]","[2.889972265254008, 3.534783207137133, 3.7935650492667885, 3.8629198518469456, 4.031183150392049]","[208, 75, 312, 92, 387]","[2.889972265254008, 3.534783207137133, 3.7935650492667885, 3.8629198518469456, 4.031183150392049]",2,3.534783207137133,0,,,2025-09-30T15:28:43.991409
wdbc,75,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[257, 165, 290, 130, 312]","[1, 1, 1, 1, 1]","[3.076065814019945, 3.1185432125128605, 3.2420584681101086, 3.2495913927787967, 3.251023802974645]","[257, 165, 290, 130, 312]","[3.076065814019945, 3.1185432125128605, 3.2420584681101086, 3.2495913927787967, 3.251023802974645]",2,3.1185432125128605,0,,,2025-09-30T15:28:43.991409
wdbc,85,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.8,0.2,,0.2,False,True,,0.0,"[143, 158, 251, 227, 350]","[0, 0, 1, 0, 0]","[1.7050279013957113, 1.7380028822881741, 1.8893887139972358, 2.0809916746256443, 2.1109708387784547]","[251, 0, 340, 346, 53]","[1.8893887139972358, 2.157114632593742, 2.412684299782368, 2.4186038102904597, 2.4573943079116973]",2,1.7380028822881741,0,,,2025-09-30T15:28:43.991409
wdbc,92,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[72, 248, 13, 235, 322]","[1, 1, 1, 1, 1]","[3.8629198518469456, 4.063390370605255, 4.074189211709716, 4.3717533073014865, 4.493948249321061]","[72, 248, 13, 235, 322]","[3.8629198518469456, 4.063390370605255, 4.074189211709716, 4.3717533073014865, 4.493948249321061]",2,4.063390370605255,0,,,2025-09-30T15:28:43.991409
wdbc,95,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[315, 183, 376, 307, 337]","[1, 1, 1, 1, 1]","[8.07798415946937, 9.085322417718368, 9.520485012671415, 9.68872529981691, 9.958637437048866]","[315, 183, 376, 307, 337]","[8.07798415946937, 9.085322417718368, 9.520485012671415, 9.68872529981691, 9.958637437048866]",2,9.085322417718368,0,,,2025-09-30T15:28:43.991409
wdbc,96,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[40, 290, 443, 265, 56]","[1, 1, 1, 1, 1]","[2.502524449502609, 2.8451725907548107, 2.9709963738177745, 3.0826364830041615, 3.085358032748121]","[40, 290, 443, 265, 56]","[2.502524449502609, 2.8451725907548107, 2.9709963738177745, 3.0826364830041615, 3.085358032748121]",2,2.8451725907548107,0,,,2025-09-30T15:28:43.991409
wdbc,102,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[248, 307, 300, 348, 377]","[1, 1, 1, 1, 1]","[3.5790002847462494, 4.063030690939169, 4.144880708057545, 4.240592894529004, 4.543844744645698]","[248, 307, 300, 348, 377]","[3.5790002847462494, 4.063030690939169, 4.144880708057545, 4.240592894529004, 4.543844744645698]",2,4.063030690939169,0,,,2025-09-30T15:28:43.991409
wdbc,106,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[275, 13, 380, 414, 176]","[1, 1, 1, 1, 1]","[2.45154123748135, 2.676260566233233, 2.930293146612869, 3.1721940124763592, 3.1808561076235478]","[275, 13, 380, 414, 176]","[2.45154123748135, 2.676260566233233, 2.930293146612869, 3.1721940124763592, 3.1808561076235478]",2,2.676260566233233,0,,,2025-09-30T15:28:43.991409
wdbc,108,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.2,0.0,,0.8,False,True,,0.0,"[21, 390, 310, 292, 26]","[0, 1, 1, 1, 1]","[1.946188177274338, 2.0517492806729503, 2.075854731143017, 2.16373611104834, 2.362578746943257]","[390, 310, 292, 26, 400]","[2.0517492806729503, 2.075854731143017, 2.16373611104834, 2.362578746943257, 2.473052264397535]",2,2.0517492806729503,0,,,2025-09-30T15:28:43.991409
wdbc,109,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[189, 377, 293, 4, 326]","[1, 1, 1, 1, 1]","[2.7745883479076503, 2.880482964398465, 2.919971046197755, 2.9558347247120693, 3.09833367253341]","[189, 377, 293, 4, 326]","[2.7745883479076503, 2.880482964398465, 2.919971046197755, 2.9558347247120693, 3.09833367253341]",2,2.880482964398465,0,,,2025-09-30T15:28:43.991409
wdbc,110,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[29, 136, 28, 283, 11]","[1, 1, 1, 1, 1]","[2.770078647479813, 3.2008009984667787, 3.5487879437975716, 3.631736842028982, 3.704053483332116]","[29, 136, 28, 283, 11]","[2.770078647479813, 3.2008009984667787, 3.5487879437975716, 3.631736842028982, 3.704053483332116]",2,3.2008009984667787,0,,,2025-09-30T15:28:43.991409
wdbc,116,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[404, 371, 4, 22, 293]","[1, 1, 1, 1, 1]","[3.1100328351146356, 3.2897707920903008, 3.437535354444313, 3.7390088570686877, 3.9159434665658184]","[404, 371, 4, 22, 293]","[3.1100328351146356, 3.2897707920903008, 3.437535354444313, 3.7390088570686877, 3.9159434665658184]",2,3.2897707920903008,0,,,2025-09-30T15:28:43.991409
wdbc,119,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[293, 189, 138, 191, 326]","[1, 1, 1, 1, 1]","[2.693250670322787, 2.8110306227395556, 2.9031353277783545, 3.2004062988969277, 3.2878109708781813]","[293, 189, 138, 191, 326]","[2.693250670322787, 2.8110306227395556, 2.9031353277783545, 3.2004062988969277, 3.2878109708781813]",2,2.8110306227395556,0,,,2025-09-30T15:28:43.991409
wdbc,120,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[404, 307, 421, 408, 348]","[1, 1, 1, 1, 1]","[6.347345746125595, 6.487956388662975, 6.7148297929617735, 6.76648307157548, 6.860958553405144]","[404, 307, 421, 408, 348]","[6.347345746125595, 6.487956388662975, 6.7148297929617735, 6.76648307157548, 6.860958553405144]",2,6.487956388662975,0,,,2025-09-30T15:28:43.991409
wdbc,122,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[60, 165, 234, 387, 435]","[1, 1, 1, 1, 1]","[3.8686208063057577, 4.007469779875353, 4.257650791700313, 4.387338589717392, 4.389949429430872]","[60, 165, 234, 387, 435]","[3.8686208063057577, 4.007469779875353, 4.257650791700313, 4.387338589717392, 4.389949429430872]",2,4.007469779875353,0,,,2025-09-30T15:28:43.991409
wdbc,124,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[193, 165, 411, 234, 312]","[1, 1, 1, 1, 1]","[3.8707407319544656, 3.887117231214725, 4.12255051234064, 4.447107528751069, 4.467939049827308]","[193, 165, 411, 234, 312]","[3.8707407319544656, 3.887117231214725, 4.12255051234064, 4.447107528751069, 4.467939049827308]",2,3.887117231214725,0,,,2025-09-30T15:28:43.991409
wdbc,127,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,0.0,"[52, 54, 326, 256, 43]","[1, 1, 1, 1, 1]","[1.100975975252204, 1.4448964866051028, 1.8080617436884052, 1.8163297071618814, 1.8655718853676027]","[52, 54, 326, 256, 43]","[1.100975975252204, 1.4448964866051028, 1.8080617436884052, 1.8163297071618814, 1.8655718853676027]",2,1.4448964866051028,0,,,2025-09-30T15:28:43.991409
wdbc,130,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[312, 411, 281, 444, 290]","[1, 1, 1, 1, 1]","[2.9948229666195876, 3.0182317967175893, 3.0727270649366534, 3.1177991631370303, 3.242259756374843]","[312, 411, 281, 444, 290]","[2.9948229666195876, 3.0182317967175893, 3.0727270649366534, 3.1177991631370303, 3.242259756374843]",2,3.0182317967175893,0,,,2025-09-30T15:28:43.991409
wdbc,131,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[10, 293, 256, 454, 189]","[1, 1, 1, 1, 1]","[3.179478140406934, 3.354719658066827, 3.39083979353881, 3.4529015532153244, 3.4997100478871026]","[10, 293, 256, 454, 189]","[3.179478140406934, 3.354719658066827, 3.39083979353881, 3.4529015532153244, 3.4997100478871026]",2,3.354719658066827,0,,,2025-09-30T15:28:43.991409
wdbc,136,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[283, 229, 248, 110, 275]","[1, 1, 1, 1, 1]","[2.4506793362366674, 3.0461976757426013, 3.17226243147613, 3.2008009984667787, 3.2485326168167097]","[283, 229, 248, 110, 275]","[2.4506793362366674, 3.0461976757426013, 3.17226243147613, 3.2008009984667787, 3.2485326168167097]",2,3.0461976757426013,0,,,2025-09-30T15:28:43.991409
wdbc,138,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.4,,1.0,False,True,,0.0,"[293, 189, 380, 199, 326]","[1, 1, 1, 1, 1]","[1.8923783874694138, 1.9535507198899174, 2.551895458869722, 2.6171413855656924, 2.665129181395529]","[293, 189, 380, 199, 326]","[1.8923783874694138, 1.9535507198899174, 2.551895458869722, 2.6171413855656924, 2.665129181395529]",2,1.9535507198899174,0,,,2025-09-30T15:28:43.991409
wdbc,141,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.2,0.0,,0.8,False,True,,0.0,"[389, 251, 151, 390, 85]","[0, 1, 1, 1, 1]","[3.5726445484366236, 3.673367500372436, 3.6978142344491816, 3.971494727548748, 3.9830050279210485]","[251, 151, 390, 85, 0]","[3.673367500372436, 3.6978142344491816, 3.971494727548748, 3.9830050279210485, 4.057019439719888]",2,3.673367500372436,0,,,2025-09-30T15:28:43.991409
wdbc,142,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.2,0.2,,0.8,False,True,,0.0,"[281, 234, 26, 56, 416]","[1, 1, 1, 1, 0]","[1.8929746849762596, 2.2399087876048225, 2.414479920791436, 2.4699116962814003, 2.521338788860672]","[281, 234, 26, 56, 444]","[1.8929746849762596, 2.2399087876048225, 2.414479920791436, 2.4699116962814003, 2.619320189305224]",2,2.2399087876048225,0,,,2025-09-30T15:28:43.991409
wdbc,144,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[348, 306, 315, 248, 246]","[1, 1, 1, 1, 1]","[4.829949611380288, 4.911062758761296, 5.963501910020404, 6.223767446703909, 6.239005850219928]","[348, 306, 315, 248, 246]","[4.829949611380288, 4.911062758761296, 5.963501910020404, 6.223767446703909, 6.239005850219928]",2,4.911062758761296,0,,,2025-09-30T15:28:43.991409
wdbc,145,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[454, 419, 4, 329, 199]","[1, 1, 1, 1, 1]","[3.389834022021634, 3.451305239260681, 3.8120532747370346, 3.846607060985046, 3.95635049304522]","[454, 419, 4, 329, 199]","[3.389834022021634, 3.451305239260681, 3.8120532747370346, 3.846607060985046, 3.95635049304522]",2,3.451305239260681,0,,,2025-09-30T15:28:43.991409
wdbc,146,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[351, 193, 333, 7, 294]","[1, 1, 1, 1, 1]","[4.046628961057276, 4.140207121876274, 4.489907243438827, 4.76388976409343, 4.846018330261868]","[351, 193, 333, 7, 294]","[4.046628961057276, 4.140207121876274, 4.489907243438827, 4.76388976409343, 4.846018330261868]",2,4.140207121876274,0,,,2025-09-30T15:28:43.991409
wdbc,148,1,False,5,25.0,25.0,,proporcion,2d,1.0,0.0,0.0,,1.0,False,True,,0.0,"[120, 183, 307, 219, 404]","[1, 1, 1, 1, 1]","[6.968998137974113, 7.025761351943278, 7.103111695923586, 7.519877829076104, 7.552561327112147]","[120, 183, 307, 219, 404]","[6.968998137974113, 7.025761351943278, 7.103111695923586, 7.519877829076104, 7.552561327112147]",2,7.025761351943278,0,,,2025-09-30T15:28:43.991409
